DTE,OTM,VIX TYPE,VIX MEMORY,ESTIMATOR,ESTIMATOR MEMORY,aRC,aSD,MD,MLD,IR,VaR,CVaR,N
3,10,VIX30D,42,HV,10,3.21,0.76,1.07,0.74,4.22***,0.0,-0.06,825
3,10,VIX30D,42,HV,21,3.1,0.77,1.07,0.71,4.02***,0.0,-0.06,823
3,10,VIX30D,42,HV,63,3.23,0.93,1.07,0.77,3.48***,0.0,-0.06,811
3,10,VIX30D,42,YZ,3,3.11,0.75,1.07,0.75,4.17***,0.0,-0.05,808
3,10,VIX30D,42,YZ,5,3.45,0.73,1.07,0.74,4.73***,0.0,-0.05,822
3,10,VIX30D,42,YZ,10,3.11,0.78,1.07,0.72,3.97***,0.0,-0.07,830
3,10,VIX30D,42,YZ,21,3.31,0.84,1.07,0.66,3.96***,0.0,-0.07,834
3,10,VIX30D,42,YZ,63,3.65,1.01,1.07,0.74,3.62***,0.0,-0.06,821
3,10,VIX30D,63,GK,3,4.63,0.81,0.72,0.38,5.7***,0.0,-0.06,858
3,10,VIX30D,63,GK,5,4.63,0.8,0.72,0.38,5.76***,0.0,-0.06,859
3,10,VIX30D,63,GK,10,4.46,0.81,0.72,0.38,5.49***,0.0,-0.07,862
3,10,VIX30D,63,GK,21,4.44,0.83,0.72,0.4,5.36***,0.0,-0.06,858
3,10,VIX30D,63,GK,63,4.38,0.81,0.72,0.4,5.4***,0.0,-0.05,856
3,10,VIX30D,63,HV,3,4.1,0.76,0.72,0.4,5.42***,0.0,-0.05,837
3,10,VIX30D,63,HV,5,3.74,0.67,0.72,0.46,5.57***,0.0,-0.05,838
3,10,VIX30D,63,HV,10,3.49,0.62,0.71,0.4,5.62***,0.0,-0.05,837
3,10,VIX30D,63,HV,21,3.5,0.64,0.71,0.43,5.43***,0.0,-0.05,838
3,10,VIX30D,63,HV,63,3.32,0.69,0.71,0.47,4.82***,0.0,-0.05,828
3,10,VIX30D,63,YZ,3,3.32,0.57,0.71,0.4,5.79***,0.0,-0.04,821
3,10,VIX30D,63,YZ,5,3.44,0.64,0.71,0.43,5.36***,0.0,-0.05,836
3,10,VIX30D,63,YZ,10,3.51,0.65,0.71,0.4,5.38***,0.0,-0.05,843
3,10,VIX30D,63,YZ,21,3.68,0.69,0.71,0.4,5.35***,0.0,-0.05,849
3,10,VIX30D,63,YZ,63,3.77,0.74,0.72,0.46,5.09***,0.0,-0.05,837
3,10,VIX30D,84,GK,3,4.36,0.66,0.53,0.25,6.57***,0.0,-0.05,866
3,10,VIX30D,84,GK,5,4.47,0.68,0.53,0.25,6.53***,0.0,-0.05,867
3,10,VIX30D,84,GK,10,4.38,0.69,0.53,0.25,6.37***,0.0,-0.06,869
3,10,VIX30D,84,GK,21,4.35,0.69,0.53,0.25,6.3***,0.0,-0.05,866
3,10,VIX30D,84,GK,63,4.33,0.69,0.53,0.25,6.24***,0.0,-0.05,864
3,10,VIX30D,84,HV,3,4.03,0.65,0.53,0.25,6.24***,0.0,-0.05,844
3,10,VIX30D,84,HV,5,3.71,0.6,0.53,0.25,6.24***,0.0,-0.05,847
3,10,VIX30D,84,HV,10,3.64,0.5,0.34,0.25,7.23***,0.0,-0.04,845
3,10,VIX30D,84,HV,21,3.55,0.56,0.53,0.25,6.32***,0.0,-0.04,847
3,10,VIX30D,84,HV,63,3.35,0.57,0.53,0.33,5.88***,0.0,-0.04,837
3,10,VIX30D,84,YZ,3,3.42,0.46,0.35,0.13,7.51***,0.0,-0.03,830
3,10,VIX30D,84,YZ,5,3.51,0.57,0.53,0.25,6.13***,0.0,-0.04,844
3,10,VIX30D,84,YZ,10,3.58,0.58,0.53,0.25,6.17***,0.0,-0.05,852
3,10,VIX30D,84,YZ,21,3.72,0.58,0.53,0.25,6.39***,0.0,-0.04,858
3,10,VIX30D,84,YZ,63,3.76,0.62,0.53,0.25,6.1***,0.0,-0.04,844
3,10,VIX30D,126,GK,3,4.42,0.6,0.38,0.25,7.32***,0.0,-0.04,869
3,10,VIX30D,126,GK,5,4.49,0.62,0.38,0.25,7.26***,0.0,-0.04,869
3,10,VIX30D,126,GK,10,4.34,0.62,0.38,0.25,7.0***,0.0,-0.04,869
3,10,VIX30D,126,GK,21,4.39,0.62,0.38,0.25,7.04***,0.0,-0.04,867
3,10,VIX30D,126,GK,63,4.41,0.63,0.38,0.25,6.96***,0.0,-0.04,866
3,10,VIX30D,126,HV,3,4.09,0.58,0.38,0.25,7.01***,0.0,-0.04,844
3,10,VIX30D,126,HV,5,3.81,0.56,0.38,0.25,6.83***,0.0,-0.04,847
3,10,VIX30D,126,HV,10,3.84,0.53,0.21,0.21,7.29***,0.0,-0.03,840
3,10,VIX30D,126,HV,21,3.79,0.54,0.32,0.25,6.99***,0.0,-0.03,845
3,10,VIX30D,126,HV,63,3.64,0.56,0.38,0.25,6.48***,0.0,-0.03,834
3,10,VIX30D,126,YZ,3,3.51,0.48,0.38,0.25,7.25***,0.0,-0.03,828
3,10,VIX30D,126,YZ,5,3.69,0.53,0.38,0.25,6.91***,0.0,-0.04,840
3,10,VIX30D,126,YZ,10,3.77,0.57,0.38,0.25,6.63***,0.0,-0.04,850
3,10,VIX30D,126,YZ,21,3.96,0.53,0.19,0.13,7.53***,0.0,-0.03,857
3,10,VIX30D,126,YZ,63,3.95,0.59,0.38,0.25,6.73***,0.0,-0.03,845
3,10,VIX30D,252,GK,3,4.1,0.59,0.41,0.25,7.01***,0.0,-0.04,872
3,10,VIX30D,252,GK,5,4.11,0.58,0.41,0.25,7.06***,0.0,-0.04,873
3,10,VIX30D,252,GK,10,4.13,0.59,0.41,0.25,6.99***,0.0,-0.04,875
3,10,VIX30D,252,GK,21,4.14,0.59,0.41,0.25,7.01***,0.0,-0.04,873
3,10,VIX30D,252,GK,63,4.2,0.59,0.41,0.25,7.18***,0.0,-0.03,873
3,10,VIX30D,252,HV,3,3.9,0.58,0.41,0.25,6.72***,0.0,-0.04,854
3,10,VIX30D,252,HV,5,3.76,0.57,0.41,0.25,6.56***,0.0,-0.04,852
3,10,VIX30D,252,HV,10,3.88,0.53,0.16,0.18,7.26***,0.0,-0.03,848
3,10,VIX30D,252,HV,21,3.81,0.58,0.41,0.25,6.62***,0.0,-0.03,853
3,10,VIX30D,252,HV,63,3.71,0.58,0.41,0.26,6.42***,0.0,-0.03,843
3,10,VIX30D,252,YZ,3,3.56,0.51,0.19,0.23,6.94***,0.0,-0.03,834
3,10,VIX30D,252,YZ,5,3.63,0.55,0.41,0.25,6.55***,0.0,-0.03,847
3,10,VIX30D,252,YZ,10,3.78,0.58,0.41,0.25,6.52***,0.0,-0.04,855
3,10,VIX30D,252,YZ,21,3.84,0.58,0.41,0.25,6.63***,0.0,-0.04,859
3,10,VIX30D,252,YZ,63,3.88,0.58,0.41,0.25,6.64***,0.0,-0.03,853
3,10,VIX9D,21,GK,3,6.02,1.76,1.06,0.78,3.41***,0.0,-0.08,829
3,10,VIX9D,21,GK,5,5.7,1.62,1.06,0.78,3.51***,0.0,-0.08,829
3,10,VIX9D,21,GK,10,4.98,1.43,1.04,0.75,3.48***,0.0,-0.09,830
3,10,VIX9D,21,GK,21,5.12,1.61,1.05,0.78,3.17***,0.0,-0.08,826
3,10,VIX9D,21,GK,63,5.95,1.96,1.04,0.75,3.04***,0.0,-0.08,826
3,10,VIX9D,21,HV,3,4.68,1.53,1.04,0.75,3.06***,0.0,-0.08,808
3,10,VIX9D,21,HV,5,3.6,1.08,1.04,0.78,3.33***,0.0,-0.07,807
3,10,VIX9D,21,HV,10,3.34,0.79,0.38,0.33,4.22***,0.0,-0.05,808
3,10,VIX9D,21,HV,21,3.2,1.05,1.08,0.78,3.05***,0.0,-0.07,807
3,10,VIX9D,21,HV,63,4.12,1.52,1.04,0.75,2.71***,0.0,-0.07,796
3,10,VIX9D,21,YZ,3,3.25,0.99,0.95,0.83,3.28***,0.0,-0.06,793
3,10,VIX9D,21,YZ,5,3.33,0.89,0.58,0.48,3.74***,0.0,-0.06,807
3,10,VIX9D,21,YZ,10,3.15,1.02,1.04,0.75,3.07***,0.0,-0.08,815
3,10,VIX9D,21,YZ,21,3.63,1.12,1.08,0.78,3.24***,0.0,-0.07,818
3,10,VIX9D,21,YZ,63,4.79,1.74,1.04,0.75,2.76***,0.0,-0.07,805
3,10,VIX9D,42,GK,3,4.64,1.11,1.01,0.75,4.19***,0.0,-0.07,852
3,10,VIX9D,42,GK,5,4.66,1.1,1.01,0.75,4.24***,0.0,-0.07,851
3,10,VIX9D,42,GK,10,4.26,0.98,1.01,0.75,4.35***,0.0,-0.07,854
3,10,VIX9D,42,GK,21,4.27,1.03,1.01,0.75,4.14***,0.0,-0.07,850
3,10,VIX9D,42,GK,63,4.56,1.1,1.01,0.75,4.13***,0.0,-0.06,849
3,10,VIX9D,42,HV,3,3.99,1.02,1.01,0.75,3.92***,0.0,-0.07,830
3,10,VIX9D,42,HV,5,3.28,0.84,1.01,0.75,3.89***,0.0,-0.07,831
3,10,VIX9D,42,HV,10,3.17,0.61,0.5,0.46,5.2***,0.0,-0.05,830
3,10,VIX9D,42,HV,21,3.3,0.53,0.29,0.04,6.25***,0.0,-0.04,830
3,10,VIX9D,42,HV,63,3.3,0.92,1.01,0.75,3.59***,0.0,-0.05,818
3,10,VIX9D,42,YZ,3,3.12,0.75,1.02,0.78,4.16***,0.0,-0.05,812
3,10,VIX9D,42,YZ,5,3.14,0.74,1.02,0.78,4.23***,0.0,-0.05,829
3,10,VIX9D,42,YZ,10,3.01,0.82,1.02,0.78,3.67***,0.0,-0.07,838
3,10,VIX9D,42,YZ,21,3.29,0.78,1.02,0.78,4.22***,0.0,-0.05,842
3,10,VIX9D,42,YZ,63,3.69,1.01,1.01,0.75,3.66***,0.0,-0.06,827
3,10,VIX9D,63,GK,3,4.47,0.84,0.67,0.53,5.29***,0.0,-0.06,861
3,10,VIX9D,63,GK,5,4.39,0.82,0.67,0.56,5.34***,0.0,-0.06,862
3,10,VIX9D,63,GK,10,4.17,0.77,0.67,0.57,5.39***,0.0,-0.06,865
3,10,VIX9D,63,GK,21,4.18,0.8,0.67,0.56,5.24***,0.0,-0.06,861
3,10,VIX9D,63,GK,63,4.35,0.82,0.67,0.53,5.31***,0.0,-0.05,861
3,10,VIX9D,63,HV,3,3.82,0.77,0.68,0.59,4.97***,0.0,-0.06,839
3,10,VIX9D,63,HV,5,3.32,0.66,0.68,0.59,5.04***,0.0,-0.06,843
3,10,VIX9D,63,HV,10,3.25,0.49,0.38,0.4,6.58***,0.0,-0.04,844
3,10,VIX9D,63,HV,21,3.14,0.57,0.67,0.61,5.51***,0.0,-0.04,841
3,10,VIX9D,63,HV,63,3.13,0.65,0.68,0.62,4.84***,0.0,-0.04,830
3,10,VIX9D,63,YZ,3,3.28,0.49,0.31,0.33,6.7***,0.0,-0.04,823
3,10,VIX9D,63,YZ,5,3.14,0.66,0.68,0.65,4.77***,0.0,-0.05,841
3,10,VIX9D,63,YZ,10,3.31,0.54,0.47,0.4,6.15***,0.0,-0.04,848
3,10,VIX9D,63,YZ,21,3.34,0.62,0.68,0.62,5.39***,0.0,-0.05,852
3,10,VIX9D,63,YZ,63,3.5,0.71,0.67,0.62,4.95***,0.0,-0.05,840
3,10,VIX9D,84,GK,3,4.27,0.69,0.5,0.4,6.15***,0.0,-0.05,865
3,10,VIX9D,84,GK,5,4.31,0.7,0.51,0.4,6.2***,0.0,-0.05,867
3,10,VIX9D,84,GK,10,4.18,0.66,0.5,0.4,6.29***,0.0,-0.05,870
3,10,VIX9D,84,GK,21,4.04,0.67,0.5,0.42,6.05***,0.0,-0.05,865
3,10,VIX9D,84,GK,63,4.18,0.68,0.5,0.4,6.14***,0.0,-0.04,866
3,10,VIX9D,84,HV,3,3.75,0.63,0.5,0.4,5.92***,0.0,-0.05,844
3,10,VIX9D,84,HV,5,3.35,0.57,0.51,0.46,5.86***,0.0,-0.05,846
3,10,VIX9D,84,HV,10,3.27,0.52,0.51,0.46,6.26***,0.0,-0.04,847
3,10,VIX9D,84,HV,21,3.36,0.44,0.14,0.05,7.68***,0.0,-0.03,847
3,10,VIX9D,84,HV,63,3.13,0.52,0.51,0.47,6.04***,0.0,-0.04,836
3,10,VIX9D,84,YZ,3,3.02,0.54,0.51,0.5,5.63***,0.0,-0.04,824
3,10,VIX9D,84,YZ,5,3.16,0.57,0.51,0.5,5.56***,0.0,-0.05,845
3,10,VIX9D,84,YZ,10,3.39,0.52,0.51,0.49,6.54***,0.0,-0.04,853
3,10,VIX9D,84,YZ,21,3.45,0.53,0.51,0.5,6.51***,0.0,-0.04,856
3,10,VIX9D,84,YZ,63,3.54,0.51,0.21,0.16,6.96***,0.0,-0.03,844
3,10,VIX9D,126,GK,3,4.07,0.54,0.36,0.25,7.57***,0.0,-0.04,865
3,10,VIX9D,126,GK,5,4.03,0.54,0.36,0.25,7.48***,0.0,-0.04,867
3,10,VIX9D,126,GK,10,3.99,0.52,0.36,0.25,7.6***,0.0,-0.04,869
3,10,VIX9D,126,GK,21,3.94,0.52,0.36,0.28,7.55***,0.0,-0.04,866
3,10,VIX9D,126,GK,63,4.02,0.54,0.36,0.25,7.47***,0.0,-0.04,864
3,10,VIX9D,126,HV,3,3.64,0.51,0.36,0.25,7.2***,0.0,-0.04,843
3,10,VIX9D,126,HV,5,3.39,0.47,0.36,0.26,7.18***,0.0,-0.04,845
3,10,VIX9D,126,HV,10,3.39,0.41,0.18,0.23,8.18***,0.0,-0.03,846
3,10,VIX9D,126,HV,21,3.29,0.44,0.38,0.37,7.49***,0.0,-0.03,845
3,10,VIX9D,126,HV,63,3.16,0.43,0.36,0.31,7.29***,0.0,-0.03,836
3,10,VIX9D,126,YZ,3,3.11,0.41,0.37,0.38,7.58***,0.0,-0.03,828
3,10,VIX9D,126,YZ,5,3.22,0.48,0.36,0.36,6.73***,0.0,-0.04,842
3,10,VIX9D,126,YZ,10,3.36,0.46,0.36,0.35,7.37***,0.0,-0.03,849
3,10,VIX9D,126,YZ,21,3.45,0.45,0.36,0.29,7.61***,0.0,-0.03,857
3,10,VIX9D,126,YZ,63,3.44,0.48,0.36,0.26,7.1***,0.0,-0.03,844
3,10,VIX9D,252,GK,3,3.67,0.46,0.38,0.4,8.05***,0.0,-0.04,870
3,10,VIX9D,252,GK,5,3.67,0.46,0.37,0.4,8.01***,0.0,-0.04,873
3,10,VIX9D,252,GK,10,3.6,0.45,0.37,0.4,7.95***,0.0,-0.04,873
3,10,VIX9D,252,GK,21,3.64,0.45,0.37,0.4,8.01***,0.0,-0.04,874
3,10,VIX9D,252,GK,63,3.66,0.46,0.37,0.39,8.05***,0.0,-0.03,870
3,10,VIX9D,252,HV,3,3.42,0.45,0.37,0.4,7.66***,0.0,-0.04,854
3,10,VIX9D,252,HV,5,3.29,0.44,0.38,0.45,7.51***,0.0,-0.03,852
3,10,VIX9D,252,HV,10,3.23,0.43,0.35,0.36,7.49***,0.0,-0.03,851
3,10,VIX9D,252,HV,21,3.33,0.4,0.2,0.31,8.37***,0.0,-0.03,851
3,10,VIX9D,252,HV,63,3.19,0.42,0.31,0.39,7.58***,0.0,-0.03,844
3,10,VIX9D,252,YZ,3,3.12,0.37,0.15,0.29,8.43***,0.0,-0.02,835
3,10,VIX9D,252,YZ,5,3.14,0.44,0.4,0.47,7.17***,0.0,-0.03,846
3,10,VIX9D,252,YZ,10,3.25,0.43,0.39,0.44,7.54***,0.0,-0.03,854
3,10,VIX9D,252,YZ,21,3.31,0.43,0.4,0.44,7.63***,0.0,-0.03,859
3,10,VIX9D,252,YZ,63,3.3,0.44,0.37,0.44,7.49***,0.0,-0.03,851
5,0,VIX30D,21,GK,3,46.33,34.3,40.95,1.32,1.35*,-3.28,-6.25,806
5,0,VIX30D,21,GK,5,42.23,33.29,36.09,1.5,1.27,-3.17,-6.1,799
5,0,VIX30D,21,GK,10,42.26,30.12,33.74,0.59,1.4*,-2.67,-5.56,788
5,0,VIX30D,21,GK,21,27.77,27.45,36.84,0.69,1.01,-2.63,-5.07,761
5,0,VIX30D,21,GK,63,19.45,26.55,34.76,1.31,0.73,-2.58,-4.86,701
5,0,VIX30D,21,HV,3,36.11,33.1,41.06,1.31,1.09,-3.21,-6.29,769
5,0,VIX30D,21,HV,5,29.41,29.25,42.06,1.84,1.01,-2.83,-5.56,721
5,0,VIX30D,21,HV,10,9.53,24.67,39.36,1.86,0.39,-2.11,-4.8,646
5,0,VIX30D,21,HV,21,2.33,19.69,39.56,1.86,0.12,-1.58,-3.83,578
5,0,VIX30D,21,HV,63,-0.39,17.22,33.54,2.15,-0.02,-1.25,-3.24,499
5,0,VIX30D,21,YZ,3,12.07,22.07,45.35,1.29,0.55,-1.6,-3.96,569
5,0,VIX30D,21,YZ,5,10.69,23.24,37.9,1.31,0.46,-2.02,-4.34,611
5,0,VIX30D,21,YZ,10,5.86,23.19,41.28,1.86,0.25,-1.73,-4.47,616
5,0,VIX30D,21,YZ,21,1.55,20.83,43.22,2.15,0.07,-1.61,-4.06,602
5,0,VIX30D,21,YZ,63,3.1,20.74,37.55,2.15,0.15,-1.49,-3.8,544
5,0,VIX30D,42,GK,3,40.45,33.74,45.38,1.53,1.2,-3.25,-6.44,836
5,0,VIX30D,42,GK,5,35.29,33.03,43.17,1.86,1.07,-3.11,-6.38,832
5,0,VIX30D,42,GK,10,36.75,30.5,39.29,0.64,1.2,-2.63,-5.84,821
5,0,VIX30D,42,GK,21,23.85,28.53,41.77,1.86,0.84,-2.31,-5.49,795
5,0,VIX30D,42,GK,63,11.41,24.48,38.41,1.87,0.47,-1.91,-4.73,738
5,0,VIX30D,42,HV,3,29.01,32.75,43.39,1.86,0.89,-3.47,-6.45,804
5,0,VIX30D,42,HV,5,24.9,29.35,45.66,1.86,0.85,-2.51,-5.78,750
5,0,VIX30D,42,HV,10,7.65,25.53,43.82,1.87,0.3,-1.96,-5.1,680
5,0,VIX30D,42,HV,21,0.32,21.48,44.81,1.87,0.02,-1.61,-4.2,609
5,0,VIX30D,42,HV,63,-3.08,16.09,34.52,2.15,-0.19,-1.2,-3.04,522
5,0,VIX30D,42,YZ,3,12.06,22.64,46.49,1.29,0.53,-1.43,-4.13,587
5,0,VIX30D,42,YZ,5,8.14,24.23,42.29,1.29,0.34,-1.87,-4.6,637
5,0,VIX30D,42,YZ,10,4.14,24.61,45.23,1.87,0.17,-1.77,-4.75,640
5,0,VIX30D,42,YZ,21,-0.22,22.78,46.5,2.15,-0.01,-1.57,-4.46,634
5,0,VIX30D,42,YZ,63,-0.68,18.89,38.4,2.15,-0.04,-1.41,-3.51,579
5,0,VIX30D,63,GK,3,40.18,33.43,46.93,1.54,1.2,-3.33,-6.49,854
5,0,VIX30D,63,GK,5,34.18,33.01,44.87,1.54,1.04,-3.21,-6.47,852
5,0,VIX30D,63,GK,10,36.2,30.67,38.65,0.87,1.18,-2.86,-5.91,837
5,0,VIX30D,63,GK,21,22.4,29.33,44.44,1.75,0.76,-2.51,-5.77,811
5,0,VIX30D,63,GK,63,10.01,24.56,40.66,1.75,0.41,-2.27,-4.9,757
5,0,VIX30D,63,HV,3,28.75,32.49,44.88,1.86,0.88,-3.48,-6.41,819
5,0,VIX30D,63,HV,5,24.81,29.68,44.31,1.86,0.84,-2.51,-5.93,762
5,0,VIX30D,63,HV,10,11.04,26.44,41.49,1.87,0.42,-2.01,-5.27,696
5,0,VIX30D,63,HV,21,2.81,22.82,44.45,1.87,0.12,-1.73,-4.5,622
5,0,VIX30D,63,HV,63,-2.98,16.04,32.94,1.87,-0.19,-1.09,-3.07,536
5,0,VIX30D,63,YZ,3,12.47,23.17,46.41,1.29,0.54,-1.55,-4.32,593
5,0,VIX30D,63,YZ,5,8.52,24.69,43.97,1.87,0.34,-1.96,-4.77,647
5,0,VIX30D,63,YZ,10,4.92,25.33,46.34,1.87,0.19,-1.83,-4.97,655
5,0,VIX30D,63,YZ,21,0.16,24.06,47.25,1.86,0.01,-1.6,-4.81,647
5,0,VIX30D,63,YZ,63,-0.81,18.57,37.44,1.75,-0.04,-1.22,-3.57,588
5,0,VIX30D,84,GK,3,35.63,32.38,49.75,1.54,1.1,-3.31,-6.35,861
5,0,VIX30D,84,GK,5,28.81,32.21,48.39,1.54,0.89,-3.21,-6.4,854
5,0,VIX30D,84,GK,10,32.06,30.21,41.98,1.73,1.06,-2.89,-5.83,841
5,0,VIX30D,84,GK,21,17.67,29.28,47.81,1.75,0.6,-2.65,-5.83,820
5,0,VIX30D,84,GK,63,7.74,24.83,43.43,1.75,0.31,-2.27,-4.93,762
5,0,VIX30D,84,HV,3,23.0,32.23,48.81,1.54,0.71,-3.56,-6.45,823
5,0,VIX30D,84,HV,5,20.33,29.52,45.32,1.86,0.69,-2.81,-5.9,767
5,0,VIX30D,84,HV,10,7.47,26.2,43.54,1.87,0.29,-2.18,-5.28,689
5,0,VIX30D,84,HV,21,0.6,23.02,46.15,1.87,0.03,-1.86,-4.59,615
5,0,VIX30D,84,HV,63,-5.28,16.82,37.16,2.15,-0.31,-1.1,-3.26,533
5,0,VIX30D,84,YZ,3,9.27,23.23,48.98,1.29,0.4,-1.53,-4.41,590
5,0,VIX30D,84,YZ,5,6.9,24.36,45.68,1.75,0.28,-1.89,-4.75,643
5,0,VIX30D,84,YZ,10,2.92,25.27,48.03,1.87,0.12,-1.91,-4.99,652
5,0,VIX30D,84,YZ,21,-1.32,23.96,48.01,1.86,-0.06,-1.8,-4.86,642
5,0,VIX30D,84,YZ,63,-3.24,19.04,40.47,2.19,-0.17,-1.46,-3.71,582
5,0,VIX30D,126,GK,3,37.87,31.37,45.51,1.23,1.21,-3.25,-6.07,861
5,0,VIX30D,126,GK,5,29.88,31.15,43.94,1.54,0.96,-3.25,-6.17,859
5,0,VIX30D,126,GK,10,33.26,29.51,37.16,1.2,1.13,-2.98,-5.64,846
5,0,VIX30D,126,GK,21,20.23,28.9,41.81,1.75,0.7,-2.93,-5.69,815
5,0,VIX30D,126,GK,63,10.6,25.22,39.18,1.75,0.42,-2.55,-4.96,746
5,0,VIX30D,126,HV,3,27.38,31.1,43.55,1.5,0.88,-3.34,-6.06,823
5,0,VIX30D,126,HV,5,23.51,28.65,39.16,1.44,0.82,-2.86,-5.59,765
5,0,VIX30D,126,HV,10,9.42,25.51,40.0,1.87,0.37,-2.36,-5.15,685
5,0,VIX30D,126,HV,21,1.9,23.17,40.93,1.87,0.08,-2.12,-4.64,608
5,0,VIX30D,126,HV,63,-1.51,17.75,33.19,2.19,-0.09,-1.28,-3.44,534
5,0,VIX30D,126,YZ,3,11.94,22.5,43.99,1.29,0.53,-1.65,-4.28,590
5,0,VIX30D,126,YZ,5,8.28,23.79,41.26,1.75,0.35,-1.98,-4.68,639
5,0,VIX30D,126,YZ,10,5.37,24.56,42.58,1.87,0.22,-2.1,-4.88,643
5,0,VIX30D,126,YZ,21,-0.16,23.89,43.12,1.75,-0.01,-2.07,-4.91,641
5,0,VIX30D,126,YZ,63,0.3,19.47,36.3,2.19,0.02,-1.49,-3.79,581
5,0,VIX30D,252,GK,3,35.88,28.08,38.21,1.1,1.28,-2.74,-5.29,858
5,0,VIX30D,252,GK,5,28.51,27.82,37.42,1.12,1.02,-2.72,-5.34,852
5,0,VIX30D,252,GK,10,28.88,26.82,30.95,0.83,1.08,-2.49,-4.98,843
5,0,VIX30D,252,GK,21,17.8,26.52,36.36,1.33,0.67,-2.57,-5.12,818
5,0,VIX30D,252,GK,63,9.25,24.07,32.48,1.31,0.38,-2.38,-4.65,759
5,0,VIX30D,252,HV,3,23.52,28.38,37.64,1.12,0.83,-2.74,-5.42,826
5,0,VIX30D,252,HV,5,19.3,26.48,35.66,1.28,0.73,-2.62,-5.04,769
5,0,VIX30D,252,HV,10,6.23,23.82,32.47,1.45,0.26,-2.28,-4.72,694
5,0,VIX30D,252,HV,21,-0.05,22.09,34.27,1.66,-0.0,-1.94,-4.28,630
5,0,VIX30D,252,HV,63,-1.01,17.68,29.17,1.76,-0.06,-1.66,-3.36,550
5,0,VIX30D,252,YZ,3,12.5,20.09,32.52,1.05,0.62,-1.48,-3.79,596
5,0,VIX30D,252,YZ,5,7.63,21.64,34.51,1.75,0.35,-1.85,-4.19,654
5,0,VIX30D,252,YZ,10,5.13,22.47,33.27,1.48,0.23,-1.95,-4.33,660
5,0,VIX30D,252,YZ,21,-0.39,22.52,37.25,1.75,-0.02,-2.1,-4.41,649
5,0,VIX30D,252,YZ,63,1.7,18.89,29.88,1.37,0.09,-1.74,-3.61,600
5,0,VIX9D,21,GK,3,61.78,31.4,34.71,0.76,1.97**,-2.98,-5.53,827
5,0,VIX9D,21,GK,5,54.95,30.32,32.83,0.82,1.81**,-2.68,-5.36,813
5,0,VIX9D,21,GK,10,53.54,27.81,28.64,0.42,1.93**,-2.37,-4.79,808
5,0,VIX9D,21,GK,21,37.21,25.14,30.59,0.9,1.48*,-2.19,-4.44,781
5,0,VIX9D,21,GK,63,29.92,24.99,28.02,0.46,1.2,-2.09,-4.38,725
5,0,VIX9D,21,HV,3,40.12,31.74,37.34,0.9,1.26,-2.99,-5.97,793
5,0,VIX9D,21,HV,5,34.61,27.06,36.72,1.22,1.28,-2.24,-5.02,739
5,0,VIX9D,21,HV,10,16.76,21.96,33.77,1.33,0.76,-1.98,-4.04,666
5,0,VIX9D,21,HV,21,9.59,17.2,32.86,1.87,0.56,-1.32,-3.18,597
5,0,VIX9D,21,HV,63,6.77,16.01,24.09,1.02,0.42,-1.09,-2.93,516
5,0,VIX9D,21,YZ,3,19.72,19.79,39.04,1.29,1.0,-1.24,-3.38,584
5,0,VIX9D,21,YZ,5,18.14,20.88,32.5,1.75,0.87,-1.78,-3.71,631
5,0,VIX9D,21,YZ,10,13.87,20.88,34.26,1.87,0.66,-1.58,-3.8,632
5,0,VIX9D,21,YZ,21,8.4,18.32,34.19,1.87,0.46,-1.41,-3.42,624
5,0,VIX9D,21,YZ,63,9.83,19.32,27.66,0.9,0.51,-1.35,-3.46,561
5,0,VIX9D,42,GK,3,49.89,31.63,37.01,0.89,1.58*,-2.86,-5.8,845
5,0,VIX9D,42,GK,5,41.56,31.02,36.99,1.5,1.34*,-2.67,-5.72,838
5,0,VIX9D,42,GK,10,42.09,28.69,34.65,0.59,1.47*,-2.55,-5.23,828
5,0,VIX9D,42,GK,21,27.91,26.61,36.2,1.44,1.05,-2.34,-4.93,806
5,0,VIX9D,42,GK,63,17.57,22.75,31.42,1.34,0.77,-2.0,-4.21,747
5,0,VIX9D,42,HV,3,29.65,31.71,37.8,1.29,0.93,-3.12,-6.11,815
5,0,VIX9D,42,HV,5,27.08,27.49,40.69,1.44,0.98,-2.47,-5.28,758
5,0,VIX9D,42,HV,10,10.47,23.74,40.67,1.87,0.44,-2.19,-4.57,685
5,0,VIX9D,42,HV,21,3.95,19.25,38.07,1.87,0.21,-1.67,-3.7,621
5,0,VIX9D,42,HV,63,0.86,14.37,24.38,1.87,0.06,-0.96,-2.68,530
5,0,VIX9D,42,YZ,3,14.78,21.07,42.61,1.29,0.7,-1.4,-3.72,597
5,0,VIX9D,42,YZ,5,12.38,22.19,36.76,1.75,0.56,-1.89,-4.11,642
5,0,VIX9D,42,YZ,10,7.97,22.66,39.42,1.87,0.35,-1.93,-4.31,647
5,0,VIX9D,42,YZ,21,2.66,20.61,41.19,2.26,0.13,-1.67,-3.96,639
5,0,VIX9D,42,YZ,63,3.28,17.11,27.47,2.19,0.19,-1.19,-3.14,581
5,0,VIX9D,63,GK,3,46.06,31.58,39.23,1.49,1.46*,-2.76,-5.94,857
5,0,VIX9D,63,GK,5,37.8,31.09,39.29,1.51,1.22,-2.73,-5.9,851
5,0,VIX9D,63,GK,10,36.7,28.94,34.49,1.33,1.27,-2.48,-5.44,840
