DTE,OTM,VIX TYPE,VIX MEMORY,ESTIMATOR,ESTIMATOR MEMORY,aRC,aSD,MD,MLD,IR,VaR,CVaR,N
5,0,VIX9D,63,GK,21,22.1,27.53,40.06,1.75,0.8,-2.5,-5.32,820
5,0,VIX9D,63,GK,63,12.53,22.68,34.99,1.75,0.55,-2.16,-4.4,761
5,0,VIX9D,63,HV,3,27.79,31.48,41.2,1.54,0.88,-3.25,-6.15,823
5,0,VIX9D,63,HV,5,25.2,28.03,40.64,1.83,0.9,-2.7,-5.5,770
5,0,VIX9D,63,HV,10,10.31,24.46,39.71,1.87,0.42,-2.15,-4.82,694
5,0,VIX9D,63,HV,21,3.1,20.69,39.9,1.87,0.15,-1.64,-4.02,628
5,0,VIX9D,63,HV,63,-1.53,14.49,28.9,1.87,-0.11,-0.96,-2.76,540
5,0,VIX9D,63,YZ,3,13.63,21.81,42.93,1.29,0.63,-1.57,-3.99,595
5,0,VIX9D,63,YZ,5,10.39,23.02,40.2,1.87,0.45,-1.91,-4.39,655
5,0,VIX9D,63,YZ,10,5.62,23.41,41.74,1.87,0.24,-1.89,-4.52,651
5,0,VIX9D,63,YZ,21,0.14,21.98,44.54,2.26,0.01,-1.64,-4.35,652
5,0,VIX9D,63,YZ,63,0.69,16.64,31.34,1.87,0.04,-1.15,-3.2,596
5,0,VIX9D,84,GK,3,40.81,30.74,43.34,1.51,1.33*,-2.99,-5.88,859
5,0,VIX9D,84,GK,5,33.17,30.4,42.52,1.75,1.09,-2.95,-5.88,853
5,0,VIX9D,84,GK,10,32.17,28.43,38.66,1.72,1.13,-2.86,-5.4,842
5,0,VIX9D,84,GK,21,18.15,27.4,44.03,1.75,0.66,-2.61,-5.38,821
5,0,VIX9D,84,GK,63,8.94,22.96,39.45,1.75,0.39,-2.1,-4.51,762
5,0,VIX9D,84,HV,3,22.68,30.93,45.24,1.75,0.73,-3.29,-6.12,822
5,0,VIX9D,84,HV,5,21.13,27.93,40.38,1.86,0.76,-2.88,-5.54,768
5,0,VIX9D,84,HV,10,7.85,24.32,41.06,1.87,0.32,-2.15,-4.9,699
5,0,VIX9D,84,HV,21,0.44,20.97,43.09,1.87,0.02,-1.62,-4.15,625
5,0,VIX9D,84,HV,63,-3.27,14.84,30.83,2.19,-0.22,-1.04,-2.85,543
5,0,VIX9D,84,YZ,3,11.92,21.64,45.35,1.29,0.55,-1.35,-4.02,596
5,0,VIX9D,84,YZ,5,8.23,22.8,42.72,1.75,0.36,-1.9,-4.43,650
5,0,VIX9D,84,YZ,10,3.73,23.36,44.37,1.87,0.16,-1.91,-4.56,657
5,0,VIX9D,84,YZ,21,-1.24,21.99,47.51,2.26,-0.06,-1.88,-4.43,651
5,0,VIX9D,84,YZ,63,-1.83,17.12,35.34,2.19,-0.11,-1.29,-3.31,592
5,0,VIX9D,126,GK,3,40.13,29.41,38.4,1.18,1.36*,-3.06,-5.6,858
5,0,VIX9D,126,GK,5,32.31,29.14,38.6,1.72,1.11,-3.26,-5.67,851
5,0,VIX9D,126,GK,10,30.86,27.83,34.65,1.31,1.11,-2.8,-5.32,845
5,0,VIX9D,126,GK,21,16.83,27.18,39.74,1.75,0.62,-2.78,-5.36,814
5,0,VIX9D,126,GK,63,9.67,23.13,35.83,1.75,0.42,-2.42,-4.54,755
5,0,VIX9D,126,HV,3,24.44,29.7,41.14,1.53,0.82,-3.32,-5.76,825
5,0,VIX9D,126,HV,5,22.16,26.92,35.78,1.44,0.82,-2.73,-5.26,765
5,0,VIX9D,126,HV,10,7.9,23.73,38.59,1.87,0.33,-2.39,-4.8,689
5,0,VIX9D,126,HV,21,0.75,21.2,38.65,1.87,0.04,-2.06,-4.25,616
5,0,VIX9D,126,HV,63,-2.38,16.11,30.27,2.94,-0.15,-1.26,-3.1,536
5,0,VIX9D,126,YZ,3,12.34,21.07,41.74,1.29,0.59,-1.49,-3.96,591
5,0,VIX9D,126,YZ,5,8.16,22.13,38.99,1.75,0.37,-1.93,-4.39,652
5,0,VIX9D,126,YZ,10,4.17,22.78,40.27,1.87,0.18,-1.92,-4.55,651
5,0,VIX9D,126,YZ,21,-2.81,22.16,45.73,2.26,-0.13,-1.93,-4.57,646
5,0,VIX9D,126,YZ,63,-0.99,17.72,34.08,2.19,-0.06,-1.49,-3.43,583
5,0,VIX9D,252,GK,3,35.98,26.35,32.86,1.1,1.37*,-2.68,-5.0,862
5,0,VIX9D,252,GK,5,28.12,26.09,34.14,1.33,1.08,-2.61,-5.03,854
5,0,VIX9D,252,GK,10,25.67,25.15,29.45,1.05,1.02,-2.35,-4.79,846
5,0,VIX9D,252,GK,21,14.31,24.82,35.02,1.75,0.58,-2.32,-4.89,818
5,0,VIX9D,252,GK,63,7.46,21.98,29.6,1.33,0.34,-2.11,-4.29,763
5,0,VIX9D,252,HV,3,20.2,27.02,35.51,1.22,0.75,-2.87,-5.23,828
5,0,VIX9D,252,HV,5,17.5,24.84,32.34,1.31,0.7,-2.46,-4.82,772
5,0,VIX9D,252,HV,10,3.87,22.24,32.78,1.87,0.17,-2.19,-4.51,691
5,0,VIX9D,252,HV,21,-1.6,20.2,33.34,1.87,-0.08,-1.84,-4.0,626
5,0,VIX9D,252,HV,63,-2.44,16.06,28.39,3.47,-0.15,-1.36,-3.07,546
5,0,VIX9D,252,YZ,3,12.68,18.72,30.51,1.26,0.68,-1.35,-3.52,596
5,0,VIX9D,252,YZ,5,6.48,20.19,32.64,1.75,0.32,-1.75,-3.99,653
5,0,VIX9D,252,YZ,10,3.37,20.72,31.91,1.87,0.16,-1.76,-4.09,662
5,0,VIX9D,252,YZ,21,-2.13,20.55,35.15,1.75,-0.1,-2.0,-4.12,651
5,0,VIX9D,252,YZ,63,-0.29,17.12,25.86,3.44,-0.02,-1.5,-3.31,594
5,2,VIX30D,21,GK,3,32.75,22.71,31.35,1.32,1.44*,-1.72,-4.19,868
5,2,VIX30D,21,GK,5,34.3,22.14,27.26,1.32,1.55*,-1.66,-4.02,870
5,2,VIX30D,21,GK,10,35.24,20.83,25.84,0.96,1.69**,-1.55,-3.81,863
5,2,VIX30D,21,GK,21,30.63,18.69,28.87,1.29,1.64**,-1.41,-3.51,852
5,2,VIX30D,21,GK,63,27.68,19.18,30.09,1.29,1.44*,-1.3,-3.43,821
5,2,VIX30D,21,HV,3,31.45,21.18,32.14,1.29,1.49*,-1.52,-3.94,833
5,2,VIX30D,21,HV,5,26.91,19.01,28.78,1.29,1.42*,-1.26,-3.51,811
5,2,VIX30D,21,HV,10,17.2,16.96,28.34,1.29,1.01,-1.09,-3.11,774
5,2,VIX30D,21,HV,21,13.01,13.72,27.06,1.29,0.95,-1.02,-2.56,752
5,2,VIX30D,21,HV,63,11.16,12.68,24.7,1.29,0.88,-0.82,-2.36,693
5,2,VIX30D,21,YZ,3,16.14,16.24,35.11,1.29,0.99,-1.03,-2.88,740
5,2,VIX30D,21,YZ,5,19.65,16.52,30.11,1.29,1.19,-1.1,-3.0,770
5,2,VIX30D,21,YZ,10,18.06,16.06,30.48,1.29,1.12,-1.05,-2.91,779
5,2,VIX30D,21,YZ,21,15.31,14.44,27.62,1.29,1.06,-1.09,-2.68,764
5,2,VIX30D,21,YZ,63,13.91,15.55,29.57,1.29,0.89,-1.06,-2.79,742
5,2,VIX30D,42,GK,3,26.91,21.55,33.99,1.29,1.25,-1.54,-4.15,906
5,2,VIX30D,42,GK,5,27.73,21.3,32.09,1.54,1.3,-1.36,-4.08,907
5,2,VIX30D,42,GK,10,29.79,20.2,30.28,1.2,1.47*,-1.44,-3.88,898
5,2,VIX30D,42,GK,21,26.48,18.64,31.45,1.29,1.42*,-1.38,-3.63,893
5,2,VIX30D,42,GK,63,20.06,17.38,31.31,1.29,1.15,-1.17,-3.36,858
5,2,VIX30D,42,HV,3,25.56,19.9,34.32,1.46,1.28,-1.42,-3.86,866
5,2,VIX30D,42,HV,5,23.02,18.26,29.44,1.29,1.26,-1.29,-3.52,844
5,2,VIX30D,42,HV,10,16.11,17.34,31.14,1.29,0.93,-1.08,-3.3,804
5,2,VIX30D,42,HV,21,11.99,14.66,30.57,1.29,0.82,-0.94,-2.75,783
5,2,VIX30D,42,HV,63,7.01,11.94,26.56,1.29,0.59,-0.76,-2.27,727
5,2,VIX30D,42,YZ,3,14.19,15.95,37.5,1.29,0.89,-0.87,-2.95,770
5,2,VIX30D,42,YZ,5,17.74,16.32,33.53,1.29,1.09,-0.97,-3.06,801
5,2,VIX30D,42,YZ,10,17.23,16.29,33.05,1.29,1.06,-1.02,-3.04,816
5,2,VIX30D,42,YZ,21,14.0,15.28,30.87,1.29,0.92,-1.01,-2.83,802
5,2,VIX30D,42,YZ,63,9.24,14.07,29.53,1.29,0.66,-0.95,-2.66,774
5,2,VIX30D,63,GK,3,25.58,20.8,35.01,1.54,1.23,-1.61,-4.18,924
5,2,VIX30D,63,GK,5,26.65,20.56,32.66,1.54,1.3,-1.53,-4.11,924
5,2,VIX30D,63,GK,10,29.76,19.63,29.36,1.54,1.52*,-1.54,-3.88,917
5,2,VIX30D,63,GK,21,26.02,18.73,30.7,1.29,1.39*,-1.5,-3.75,911
5,2,VIX30D,63,GK,63,18.38,17.37,33.27,1.29,1.06,-1.17,-3.48,876
5,2,VIX30D,63,HV,3,25.06,19.34,35.09,1.54,1.3,-1.49,-3.87,881
5,2,VIX30D,63,HV,5,23.55,18.09,29.54,1.54,1.3,-1.25,-3.61,863
5,2,VIX30D,63,HV,10,18.74,17.23,30.31,1.29,1.09,-1.08,-3.31,820
5,2,VIX30D,63,HV,21,13.47,15.33,31.62,1.54,0.88,-0.9,-2.93,806
5,2,VIX30D,63,HV,63,6.9,11.99,27.32,1.54,0.58,-0.71,-2.32,748
5,2,VIX30D,63,YZ,3,14.17,15.85,36.63,1.29,0.89,-0.93,-3.06,780
5,2,VIX30D,63,YZ,5,17.59,16.4,33.28,1.29,1.07,-1.09,-3.17,814
5,2,VIX30D,63,YZ,10,18.15,16.39,33.25,1.29,1.11,-0.91,-3.13,827
5,2,VIX30D,63,YZ,21,14.8,15.88,32.07,1.29,0.93,-0.9,-3.02,819
5,2,VIX30D,63,YZ,63,9.01,13.83,31.02,1.54,0.65,-0.9,-2.7,794
5,2,VIX30D,84,GK,3,23.01,19.96,37.92,1.54,1.15,-1.53,-4.08,930
5,2,VIX30D,84,GK,5,24.0,19.8,35.97,1.54,1.21,-1.45,-4.04,931
5,2,VIX30D,84,GK,10,26.69,19.13,33.2,1.54,1.4*,-1.54,-3.85,923
5,2,VIX30D,84,GK,21,22.92,18.43,33.02,1.29,1.24,-1.49,-3.76,915
5,2,VIX30D,84,GK,63,16.47,17.28,35.77,1.54,0.95,-1.3,-3.48,883
5,2,VIX30D,84,HV,3,21.48,18.87,38.26,1.54,1.14,-1.47,-3.83,887
5,2,VIX30D,84,HV,5,20.6,17.7,31.93,1.54,1.16,-1.22,-3.59,867
5,2,VIX30D,84,HV,10,15.87,17.13,33.52,1.54,0.93,-1.12,-3.36,823
5,2,VIX30D,84,HV,21,11.91,15.39,34.19,1.54,0.77,-0.93,-3.01,807
5,2,VIX30D,84,HV,63,6.12,12.31,29.71,1.54,0.5,-0.83,-2.38,751
5,2,VIX30D,84,YZ,3,12.1,15.97,38.73,1.29,0.76,-0.95,-3.1,788
5,2,VIX30D,84,YZ,5,15.26,16.36,35.46,1.54,0.93,-1.09,-3.19,822
5,2,VIX30D,84,YZ,10,16.34,16.34,35.41,1.29,1.0,-1.0,-3.14,834
5,2,VIX30D,84,YZ,21,12.97,15.86,34.34,1.29,0.82,-1.0,-3.09,824
5,2,VIX30D,84,YZ,63,7.92,14.12,33.72,1.54,0.56,-0.91,-2.75,801
5,2,VIX30D,126,GK,3,25.64,18.52,34.01,1.54,1.38*,-1.77,-3.78,934
5,2,VIX30D,126,GK,5,25.03,18.49,32.37,1.54,1.35*,-1.76,-3.84,935
5,2,VIX30D,126,GK,10,28.17,17.92,28.85,1.14,1.57**,-1.75,-3.63,926
5,2,VIX30D,126,GK,21,25.22,17.36,28.28,0.87,1.45*,-1.75,-3.53,921
5,2,VIX30D,126,GK,63,19.43,16.71,31.45,1.54,1.16,-1.56,-3.38,887
5,2,VIX30D,126,HV,3,24.64,17.54,33.5,1.54,1.4*,-1.51,-3.56,888
5,2,VIX30D,126,HV,5,23.12,16.47,27.7,1.16,1.4*,-1.41,-3.36,868
5,2,VIX30D,126,HV,10,18.85,15.9,29.19,1.54,1.19,-1.31,-3.2,832
5,2,VIX30D,126,HV,21,14.06,15.06,30.17,1.54,0.93,-1.09,-3.04,809
5,2,VIX30D,126,HV,63,9.16,12.53,27.03,1.54,0.73,-0.81,-2.44,742
5,2,VIX30D,126,YZ,3,13.68,15.08,34.52,1.29,0.91,-0.95,-2.97,781
5,2,VIX30D,126,YZ,5,15.9,15.47,31.12,1.54,1.03,-1.13,-3.1,827
5,2,VIX30D,126,YZ,10,17.81,15.51,31.06,1.29,1.15,-1.11,-3.08,843
5,2,VIX30D,126,YZ,21,14.79,15.41,30.03,1.29,0.96,-1.14,-3.09,827
5,2,VIX30D,126,YZ,63,11.11,13.83,29.47,1.54,0.8,-1.14,-2.74,807
5,2,VIX30D,252,GK,3,25.07,15.53,27.68,1.16,1.61**,-1.49,-3.08,929
5,2,VIX30D,252,GK,5,24.82,15.57,26.52,1.14,1.59**,-1.48,-3.12,933
5,2,VIX30D,252,GK,10,26.46,15.17,24.68,1.02,1.75**,-1.46,-3.0,925
5,2,VIX30D,252,GK,21,25.14,14.83,22.99,0.98,1.7**,-1.43,-2.92,918
5,2,VIX30D,252,GK,63,20.94,14.43,24.6,1.06,1.45*,-1.36,-2.84,884
5,2,VIX30D,252,HV,3,22.2,15.24,28.21,1.18,1.46*,-1.46,-3.05,893
5,2,VIX30D,252,HV,5,21.27,14.37,23.49,1.06,1.48*,-1.32,-2.83,870
5,2,VIX30D,252,HV,10,17.6,13.87,23.19,1.12,1.27,-1.13,-2.75,827
5,2,VIX30D,252,HV,21,13.95,13.57,24.55,1.18,1.03,-1.07,-2.65,803
5,2,VIX30D,252,HV,63,11.23,11.76,20.77,1.16,0.96,-0.94,-2.2,749
5,2,VIX30D,252,YZ,3,13.26,13.04,26.05,1.54,1.02,-0.94,-2.55,783
5,2,VIX30D,252,YZ,5,15.64,13.39,24.91,1.5,1.17,-1.02,-2.63,826
5,2,VIX30D,252,YZ,10,17.12,13.44,23.92,1.13,1.27,-1.04,-2.62,837
5,2,VIX30D,252,YZ,21,15.17,13.6,23.8,1.17,1.12,-1.09,-2.67,818
5,2,VIX30D,252,YZ,63,13.08,12.52,23.31,1.17,1.04,-1.04,-2.41,801
5,2,VIX9D,21,GK,3,41.26,20.65,26.07,0.8,2.0***,-1.7,-3.71,891
5,2,VIX9D,21,GK,5,42.78,20.15,21.93,0.73,2.12***,-1.49,-3.58,894
5,2,VIX9D,21,GK,10,42.9,19.19,21.17,0.46,2.24***,-1.53,-3.37,884
5,2,VIX9D,21,GK,21,35.89,17.32,24.29,0.45,2.07***,-1.38,-3.15,876
5,2,VIX9D,21,GK,63,35.32,17.84,23.65,0.6,1.98***,-1.25,-3.08,842
5,2,VIX9D,21,HV,3,34.56,20.12,28.15,0.76,1.72**,-1.49,-3.7,854
5,2,VIX9D,21,HV,5,30.62,17.51,25.25,0.75,1.75**,-1.28,-3.2,832
5,2,VIX9D,21,HV,10,21.02,15.25,22.28,0.76,1.38*,-1.03,-2.75,794
5,2,VIX9D,21,HV,21,16.37,12.18,19.2,0.74,1.34*,-0.71,-2.26,770
5,2,VIX9D,21,HV,63,16.63,11.89,19.15,0.44,1.4*,-0.74,-2.13,712
5,2,VIX9D,21,YZ,3,21.14,14.35,28.02,1.29,1.47*,-0.82,-2.48,760
5,2,VIX9D,21,YZ,5,25.08,14.73,23.89,1.29,1.7**,-0.86,-2.56,794
5,2,VIX9D,21,YZ,10,22.95,14.61,23.76,0.96,1.57*,-0.93,-2.53,806
5,2,VIX9D,21,YZ,21,19.26,13.01,22.12,0.86,1.48*,-0.98,-2.35,787
5,2,VIX9D,21,YZ,63,20.07,14.62,23.52,0.75,1.37*,-0.93,-2.53,764
5,2,VIX9D,42,GK,3,31.8,19.98,28.63,1.29,1.59**,-1.62,-3.76,912
5,2,VIX9D,42,GK,5,32.98,19.67,26.12,0.94,1.68**,-1.41,-3.69,916
5,2,VIX9D,42,GK,10,34.57,18.85,26.38,0.73,1.83**,-1.5,-3.51,905
5,2,VIX9D,42,GK,21,29.0,17.38,28.2,0.82,1.67**,-1.43,-3.3,900
5,2,VIX9D,42,GK,63,23.77,15.95,25.56,0.87,1.49*,-1.19,-3.01,865
5,2,VIX9D,42,HV,3,27.32,19.06,29.29,1.28,1.43*,-1.48,-3.65,871
5,2,VIX9D,42,HV,5,23.74,17.25,27.45,0.96,1.38*,-1.19,-3.31,854
5,2,VIX9D,42,HV,10,18.42,15.8,26.82,1.29,1.17,-1.05,-2.95,813
5,2,VIX9D,42,HV,21,13.25,13.17,24.66,1.29,1.01,-0.76,-2.46,794
5,2,VIX9D,42,HV,63,10.15,10.56,21.12,1.29,0.96,-0.69,-1.98,735
5,2,VIX9D,42,YZ,3,16.8,14.55,31.5,1.29,1.15,-0.83,-2.64,777
5,2,VIX9D,42,YZ,5,20.63,14.89,27.93,1.29,1.39*,-0.84,-2.72,810
5,2,VIX9D,42,YZ,10,19.76,14.95,27.35,1.29,1.32*,-0.83,-2.72,822
5,2,VIX9D,42,YZ,21,15.79,13.84,25.74,1.29,1.14,-0.89,-2.52,806
5,2,VIX9D,42,YZ,63,12.9,12.68,23.39,1.25,1.02,-0.84,-2.35,782
5,2,VIX9D,63,GK,3,28.79,19.5,28.06,1.29,1.48*,-1.57,-3.83,924
5,2,VIX9D,63,GK,5,29.28,19.33,26.21,1.54,1.52*,-1.58,-3.8,926
5,2,VIX9D,63,GK,10,30.27,18.61,25.86,1.13,1.63**,-1.61,-3.63,919
5,2,VIX9D,63,GK,21,25.84,17.6,27.53,1.26,1.47*,-1.36,-3.5,911
5,2,VIX9D,63,GK,63,19.37,15.98,28.45,1.29,1.21,-1.09,-3.16,879
5,2,VIX9D,63,HV,3,24.7,18.56,31.28,1.54,1.33*,-1.42,-3.7,884
5,2,VIX9D,63,HV,5,22.36,17.11,27.12,1.54,1.31,-1.13,-3.43,863
5,2,VIX9D,63,HV,10,17.69,16.06,26.8,1.29,1.1,-1.02,-3.06,827
5,2,VIX9D,63,HV,21,12.22,14.22,27.41,1.54,0.86,-0.89,-2.72,805
5,2,VIX9D,63,HV,63,8.04,10.65,23.43,1.29,0.76,-0.68,-2.05,750
5,2,VIX9D,63,YZ,3,15.48,14.74,31.75,1.29,1.05,-0.9,-2.78,786
5,2,VIX9D,63,YZ,5,18.76,15.26,28.9,1.29,1.23,-0.92,-2.87,815
5,2,VIX9D,63,YZ,10,17.99,15.29,28.81,1.29,1.18,-0.92,-2.88,835
5,2,VIX9D,63,YZ,21,14.06,14.65,28.15,1.29,0.96,-0.93,-2.75,820
5,2,VIX9D,63,YZ,63,10.35,12.53,26.36,1.29,0.83,-0.82,-2.41,795
5,2,VIX9D,84,GK,3,26.05,18.66,30.56,1.54,1.4*,-1.4,-3.73,927
5,2,VIX9D,84,GK,5,26.04,18.56,29.15,1.54,1.4*,-1.36,-3.71,927
5,2,VIX9D,84,GK,10,27.9,17.88,28.0,1.54,1.56*,-1.42,-3.55,922
5,2,VIX9D,84,GK,21,22.9,17.3,29.42,1.29,1.32*,-1.28,-3.5,914
5,2,VIX9D,84,GK,63,17.01,16.02,31.72,1.29,1.06,-1.23,-3.18,881
5,2,VIX9D,84,HV,3,21.7,17.95,34.16,1.54,1.21,-1.34,-3.63,886
5,2,VIX9D,84,HV,5,20.5,16.69,27.63,1.54,1.23,-1.24,-3.39,867
5,2,VIX9D,84,HV,10,17.2,15.61,28.63,1.54,1.1,-0.99,-3.0,829
5,2,VIX9D,84,HV,21,10.96,14.31,30.24,1.54,0.77,-0.86,-2.78,807
5,2,VIX9D,84,HV,63,6.99,10.9,24.94,1.29,0.64,-0.76,-2.09,750
5,2,VIX9D,84,YZ,3,13.94,14.67,33.84,1.29,0.95,-0.94,-2.78,788
5,2,VIX9D,84,YZ,5,16.71,15.12,30.85,1.29,1.11,-0.97,-2.87,820
5,2,VIX9D,84,YZ,10,16.42,15.12,31.12,1.29,1.09,-0.97,-2.87,836
5,2,VIX9D,84,YZ,21,12.26,14.68,30.28,1.29,0.84,-0.96,-2.82,825
5,2,VIX9D,84,YZ,63,8.83,12.78,28.97,1.54,0.69,-0.92,-2.46,800
5,2,VIX9D,126,GK,3,25.98,17.09,27.0,1.54,1.52*,-1.59,-3.5,928
5,2,VIX9D,126,GK,5,25.47,17.11,25.94,1.54,1.49*,-1.4,-3.55,931
5,2,VIX9D,126,GK,10,27.32,16.72,24.44,1.11,1.63**,-1.57,-3.4,922
5,2,VIX9D,126,GK,21,23.36,16.26,24.93,0.89,1.44*,-1.38,-3.32,916
5,2,VIX9D,126,GK,63,18.37,15.4,27.54,1.54,1.19,-1.35,-3.11,882
5,2,VIX9D,126,HV,3,22.7,16.6,30.2,1.54,1.37*,-1.39,-3.4,886
5,2,VIX9D,126,HV,5,21.27,15.4,23.37,1.17,1.38*,-1.25,-3.19,866
5,2,VIX9D,126,HV,10,16.83,14.79,25.9,1.54,1.14,-1.16,-2.97,827
5,2,VIX9D,126,HV,21,11.46,14.03,26.71,1.54,0.82,-0.93,-2.83,802
5,2,VIX9D,126,HV,63,8.16,11.19,22.39,1.54,0.73,-0.87,-2.2,744
5,2,VIX9D,126,YZ,3,13.24,13.98,30.82,1.29,0.95,-0.93,-2.73,786
5,2,VIX9D,126,YZ,5,15.09,14.39,27.83,1.54,1.05,-0.95,-2.86,821
5,2,VIX9D,126,YZ,10,15.98,14.44,27.12,1.29,1.11,-1.01,-2.86,840
5,2,VIX9D,126,YZ,21,12.13,14.32,26.64,1.29,0.85,-1.1,-2.87,821
5,2,VIX9D,126,YZ,63,10.0,12.6,26.1,1.54,0.79,-1.03,-2.49,797
5,2,VIX9D,252,GK,3,24.59,14.16,21.78,1.15,1.74**,-1.35,-2.84,931
5,2,VIX9D,252,GK,5,23.62,14.32,21.72,1.15,1.65**,-1.34,-2.92,933
5,2,VIX9D,252,GK,10,24.03,14.15,21.13,1.02,1.7**,-1.33,-2.85,924
5,2,VIX9D,252,GK,21,22.37,13.75,19.48,0.9,1.63**,-1.23,-2.75,921
5,2,VIX9D,252,GK,63,18.82,13.22,21.5,1.08,1.42*,-1.09,-2.62,886
5,2,VIX9D,252,HV,3,20.21,14.24,25.35,1.38,1.42*,-1.33,-2.9,892
5,2,VIX9D,252,HV,5,19.54,13.29,19.93,1.09,1.47*,-1.16,-2.69,871
5,2,VIX9D,252,HV,10,14.75,12.88,20.77,1.49,1.15,-1.05,-2.61,829
5,2,VIX9D,252,HV,21,11.18,12.44,20.83,1.5,0.9,-0.94,-2.5,806
5,2,VIX9D,252,HV,63,9.51,10.55,17.01,1.2,0.9,-0.86,-2.0,752
5,2,VIX9D,252,YZ,3,12.74,11.91,22.05,1.54,1.07,-0.87,-2.33,784
5,2,VIX9D,252,YZ,5,14.14,12.29,22.33,1.54,1.15,-0.93,-2.43,827
5,2,VIX9D,252,YZ,10,15.03,12.37,20.71,1.2,1.21,-1.0,-2.46,838
5,2,VIX9D,252,YZ,21,12.6,12.5,20.94,1.45,1.01,-0.97,-2.48,824
5,2,VIX9D,252,YZ,63,11.13,11.37,19.92,1.2,0.98,-0.92,-2.21,802
5,5,VIX30D,21,GK,3,23.03,10.0,13.13,1.29,2.3***,-0.33,-1.5,886
5,5,VIX30D,21,GK,5,23.44,9.65,11.34,1.29,2.43***,-0.34,-1.44,887
5,5,VIX30D,21,GK,10,23.51,9.23,11.45,1.19,2.55***,-0.34,-1.35,887
5,5,VIX30D,21,GK,21,21.55,8.35,11.32,0.88,2.58***,-0.34,-1.28,884
5,5,VIX30D,21,GK,63,22.58,8.7,12.29,1.2,2.6***,-0.31,-1.23,876
5,5,VIX30D,21,HV,3,23.1,9.1,14.53,1.29,2.54***,-0.31,-1.32,868
5,5,VIX30D,21,HV,5,19.18,8.22,12.87,1.29,2.33***,-0.25,-1.22,864
5,5,VIX30D,21,HV,10,13.71,6.84,10.8,1.29,2.0***,-0.21,-1.07,847
5,5,VIX30D,21,HV,21,12.9,5.45,10.21,1.19,2.37***,-0.19,-0.88,833
5,5,VIX30D,21,HV,63,13.38,6.0,11.06,1.29,2.23***,-0.19,-0.88,807
5,5,VIX30D,21,YZ,3,16.68,6.94,14.56,1.29,2.41***,-0.2,-0.95,830
5,5,VIX30D,21,YZ,5,18.01,6.96,11.08,1.29,2.59***,-0.25,-0.96,848
5,5,VIX30D,21,YZ,10,16.2,6.72,12.37,1.29,2.41***,-0.24,-0.99,859
5,5,VIX30D,21,YZ,21,14.55,5.91,10.78,1.29,2.46***,-0.26,-0.95,852
5,5,VIX30D,21,YZ,63,14.98,7.45,13.13,1.29,2.01***,-0.23,-1.08,833
5,5,VIX30D,42,GK,3,18.59,8.51,13.68,1.29,2.19***,-0.28,-1.41,924
5,5,VIX30D,42,GK,5,18.71,8.38,12.28,1.26,2.23***,-0.26,-1.38,927
5,5,VIX30D,42,GK,10,20.07,7.69,9.71,0.75,2.61***,-0.3,-1.26,926
5,5,VIX30D,42,GK,21,17.67,7.57,13.89,1.17,2.33***,-0.27,-1.27,922
5,5,VIX30D,42,GK,63,17.9,6.64,11.37,0.9,2.69***,-0.26,-1.11,915
5,5,VIX30D,42,HV,3,18.95,7.61,14.23,1.29,2.49***,-0.27,-1.24,904
5,5,VIX30D,42,HV,5,15.46,7.54,12.82,1.25,2.05***,-0.25,-1.21,901
5,5,VIX30D,42,HV,10,13.29,6.81,11.84,1.29,1.95***,-0.23,-1.07,886
5,5,VIX30D,42,HV,21,11.95,5.45,11.52,1.25,2.19***,-0.2,-0.9,874
5,5,VIX30D,42,HV,63,9.79,5.12,12.64,1.29,1.91***,-0.17,-0.84,844
5,5,VIX30D,42,YZ,3,14.09,6.19,14.41,1.29,2.28***,-0.2,-0.96,865
5,5,VIX30D,42,YZ,5,14.77,6.42,12.91,1.29,2.3***,-0.21,-1.0,884
5,5,VIX30D,42,YZ,10,14.82,6.2,12.56,1.29,2.39***,-0.21,-0.99,893
5,5,VIX30D,42,YZ,21,13.28,5.75,12.22,1.29,2.31***,-0.25,-0.95,893
5,5,VIX30D,42,YZ,63,12.07,5.57,11.71,1.29,2.17***,-0.22,-0.93,876
5,5,VIX30D,63,GK,3,17.56,7.87,12.86,1.29,2.23***,-0.29,-1.39,941
5,5,VIX30D,63,GK,5,17.64,7.83,11.68,1.26,2.25***,-0.29,-1.38,945
5,5,VIX30D,63,GK,10,18.54,7.67,11.8,0.9,2.42***,-0.28,-1.32,944
5,5,VIX30D,63,GK,21,17.13,7.31,12.53,1.0,2.34***,-0.27,-1.3,940
5,5,VIX30D,63,GK,63,16.3,6.66,12.27,1.28,2.45***,-0.27,-1.16,934
5,5,VIX30D,63,HV,3,16.74,7.16,14.41,1.29,2.34***,-0.27,-1.27,922
5,5,VIX30D,63,HV,5,15.55,7.07,11.48,1.19,2.2***,-0.22,-1.2,920
5,5,VIX30D,63,HV,10,13.43,6.74,11.41,1.29,1.99***,-0.21,-1.1,902
5,5,VIX30D,63,HV,21,12.96,5.68,10.81,1.29,2.28***,-0.2,-0.95,889
5,5,VIX30D,63,HV,63,10.42,4.8,11.26,1.29,2.17***,-0.18,-0.82,863
5,5,VIX30D,63,YZ,3,13.35,5.89,13.24,1.29,2.27***,-0.21,-0.98,880
5,5,VIX30D,63,YZ,5,14.93,5.91,10.24,1.29,2.53***,-0.21,-0.98,905
