DTE,OTM,VIX TYPE,VIX MEMORY,ESTIMATOR,ESTIMATOR MEMORY,aRC,aSD,MD,MLD,IR,VaR,CVaR,N
3,2,VIX9D,252,GK,5,10.79,5.1,3.0,0.13,2.12,-0.18,-0.86,129
3,2,VIX9D,252,GK,10,6.24,6.27,4.54,0.27,1.0,-0.34,-1.11,128
3,2,VIX9D,252,GK,21,-2.29,9.03,8.66,0.27,-0.25,-0.36,-1.64,131
3,2,VIX9D,252,GK,63,-7.2,11.17,11.18,0.27,-0.64,-0.35,-1.91,130
3,2,VIX9D,252,HV,3,6.97,6.54,5.61,0.04,1.07,-0.08,-1.15,119
3,2,VIX9D,252,HV,5,4.72,6.04,4.03,0.13,0.78,-0.12,-1.01,110
3,2,VIX9D,252,HV,10,5.72,5.39,3.86,0.07,1.06,-0.08,-0.71,106
3,2,VIX9D,252,HV,21,4.34,5.56,3.89,0.13,0.78,-0.06,-0.75,94
3,2,VIX9D,252,HV,63,-2.87,6.9,6.58,0.27,-0.42,-0.06,-1.11,82
3,2,VIX9D,252,YZ,3,3.27,5.53,3.83,0.04,0.59,-0.05,-0.71,70
3,2,VIX9D,252,YZ,5,3.56,5.57,3.82,0.08,0.64,-0.09,-0.76,78
3,2,VIX9D,252,YZ,10,3.76,5.49,3.83,0.08,0.69,-0.07,-0.71,93
3,2,VIX9D,252,YZ,21,3.06,5.58,3.84,0.18,0.55,-0.08,-0.78,94
3,2,VIX9D,252,YZ,63,0.47,5.57,4.91,0.27,0.08,-0.13,-0.94,76
3,5,VIX30D,21,GK,3,-0.93,5.2,3.99,0.25,-0.18,0.0,-0.52,138
3,5,VIX30D,21,GK,5,1.62,3.15,2.39,0.27,0.51,0.0,-0.32,139
3,5,VIX30D,21,GK,10,0.53,3.83,2.92,0.27,0.14,0.0,-0.39,139
3,5,VIX30D,21,GK,21,2.45,2.47,1.86,0.25,0.99,0.0,-0.26,139
3,5,VIX30D,21,GK,63,-7.33,9.99,7.7,0.25,-0.73,0.0,-0.99,140
3,5,VIX30D,21,HV,3,1.39,3.15,2.39,0.25,0.44,0.0,-0.32,136
3,5,VIX30D,21,HV,5,0.03,3.83,2.93,0.25,0.01,0.0,-0.39,135
3,5,VIX30D,21,HV,10,4.56,0.34,0.08,0.03,13.22,0.0,-0.01,136
3,5,VIX30D,21,HV,21,1.09,2.46,1.87,0.25,0.44,0.0,-0.25,135
3,5,VIX30D,21,HV,63,-8.8,10.01,7.73,0.25,-0.88,0.0,-0.98,139
3,5,VIX30D,21,YZ,3,3.78,0.35,0.07,0.03,10.94,0.0,0.0,123
3,5,VIX30D,21,YZ,5,3.95,0.35,0.07,0.03,11.42,0.0,-0.01,130
3,5,VIX30D,21,YZ,10,4.0,0.35,0.07,0.03,11.55,0.0,-0.01,134
3,5,VIX30D,21,YZ,21,-0.42,3.49,2.67,0.27,-0.12,0.0,-0.11,132
3,5,VIX30D,21,YZ,63,-1.52,4.16,3.2,0.25,-0.37,0.0,-0.42,139
3,5,VIX30D,42,GK,3,2.08,2.48,1.87,0.27,0.84,0.0,-0.26,142
3,5,VIX30D,42,GK,5,3.35,1.47,1.07,0.18,2.28,0.0,-0.16,143
3,5,VIX30D,42,GK,10,2.89,1.8,1.33,0.18,1.61,0.0,-0.2,142
3,5,VIX30D,42,GK,21,-1.14,4.86,3.72,0.25,-0.23,0.0,-0.5,143
3,5,VIX30D,42,GK,63,-1.16,4.86,3.72,0.25,-0.24,0.0,-0.5,144
3,5,VIX30D,42,HV,3,2.6,1.79,1.33,0.18,1.45,0.0,-0.2,138
3,5,VIX30D,42,HV,5,2.64,1.46,1.07,0.17,1.81,0.0,-0.06,136
3,5,VIX30D,42,HV,10,4.17,0.38,0.16,0.03,10.84,0.0,-0.01,139
3,5,VIX30D,42,HV,21,2.24,1.45,1.07,0.19,1.54,0.0,-0.16,137
3,5,VIX30D,42,HV,63,-1.69,4.17,3.2,0.25,-0.41,0.0,-0.43,142
3,5,VIX30D,42,YZ,3,3.54,0.39,0.16,0.03,8.99,0.0,-0.01,124
3,5,VIX30D,42,YZ,5,3.69,0.39,0.16,0.03,9.58,0.0,-0.01,132
3,5,VIX30D,42,YZ,10,3.83,0.39,0.16,0.03,9.94,0.0,-0.01,137
3,5,VIX30D,42,YZ,21,1.7,1.79,1.34,0.27,0.95,0.0,-0.07,136
3,5,VIX30D,42,YZ,63,-2.68,4.86,3.74,0.27,-0.55,0.0,-0.5,143
3,5,VIX30D,63,GK,3,2.9,1.8,1.34,0.2,1.61,0.0,-0.2,143
3,5,VIX30D,63,GK,5,3.79,1.15,0.82,0.17,3.29,0.0,-0.14,144
3,5,VIX30D,63,GK,10,3.07,1.8,1.33,0.18,1.7,0.0,-0.2,143
3,5,VIX30D,63,GK,21,1.15,3.15,2.41,0.27,0.36,0.0,-0.33,144
3,5,VIX30D,63,GK,63,1.12,3.15,2.41,0.27,0.35,0.0,-0.34,145
3,5,VIX30D,63,HV,3,3.5,1.14,0.8,0.17,3.07,0.0,-0.13,141
3,5,VIX30D,63,HV,5,2.65,1.46,1.06,0.2,1.81,0.0,-0.17,138
3,5,VIX30D,63,HV,10,4.23,0.4,0.19,0.03,10.54,0.0,-0.01,139
3,5,VIX30D,63,HV,21,3.3,0.82,0.55,0.16,4.02,0.0,-0.1,138
3,5,VIX30D,63,HV,63,-0.12,3.15,2.4,0.27,-0.04,0.0,-0.33,144
3,5,VIX30D,63,YZ,3,3.51,0.42,0.19,0.03,8.45,0.0,-0.01,124
3,5,VIX30D,63,YZ,5,3.77,0.42,0.19,0.04,9.0,0.0,-0.01,132
3,5,VIX30D,63,YZ,10,3.98,0.41,0.19,0.06,9.59,0.0,-0.01,136
3,5,VIX30D,63,YZ,21,2.8,1.14,0.82,0.19,2.46,0.0,-0.05,137
3,5,VIX30D,63,YZ,63,-0.18,3.15,2.41,0.27,-0.06,0.0,-0.33,144
3,5,VIX30D,84,GK,3,1.81,2.47,1.9,0.27,0.73,0.0,-0.27,144
3,5,VIX30D,84,GK,5,2.77,1.8,1.37,0.23,1.54,0.0,-0.21,145
3,5,VIX30D,84,GK,10,1.92,2.47,1.9,0.27,0.77,0.0,-0.27,145
3,5,VIX30D,84,GK,21,-3.05,6.22,4.82,0.27,-0.49,0.0,-0.64,146
3,5,VIX30D,84,GK,63,-3.05,6.22,4.82,0.27,-0.49,0.0,-0.64,147
3,5,VIX30D,84,HV,3,2.07,2.13,1.6,0.27,0.97,0.0,-0.23,141
3,5,VIX30D,84,HV,5,1.75,2.13,1.6,0.27,0.82,0.0,-0.23,139
3,5,VIX30D,84,HV,10,4.12,0.4,0.21,0.05,10.18,0.0,-0.02,142
3,5,VIX30D,84,HV,21,2.34,1.46,1.11,0.27,1.6,0.0,-0.08,140
3,5,VIX30D,84,HV,63,-4.24,6.23,4.83,0.27,-0.68,0.0,-0.64,146
3,5,VIX30D,84,YZ,3,3.65,0.44,0.21,0.03,8.35,0.0,-0.01,125
3,5,VIX30D,84,YZ,5,3.83,0.43,0.21,0.04,8.89,0.0,-0.01,135
3,5,VIX30D,84,YZ,10,4.04,0.42,0.21,0.06,9.55,0.0,-0.02,139
3,5,VIX30D,84,YZ,21,0.89,2.47,1.87,0.27,0.36,0.0,-0.11,139
3,5,VIX30D,84,YZ,63,1.0,2.13,1.64,0.27,0.47,0.0,-0.24,146
3,5,VIX30D,126,GK,3,3.1,1.45,1.06,0.22,2.13,-0.01,-0.17,147
3,5,VIX30D,126,GK,5,3.14,1.46,1.09,0.27,2.16,-0.01,-0.17,148
3,5,VIX30D,126,GK,10,2.28,2.12,1.59,0.25,1.08,-0.01,-0.23,147
3,5,VIX30D,126,GK,21,-0.46,4.15,3.21,0.27,-0.11,-0.01,-0.44,147
3,5,VIX30D,126,GK,63,-0.44,4.15,3.21,0.27,-0.11,-0.01,-0.44,148
3,5,VIX30D,126,HV,3,2.44,1.78,1.33,0.27,1.37,-0.01,-0.2,144
3,5,VIX30D,126,HV,5,1.63,2.12,1.6,0.27,0.77,-0.01,-0.23,142
3,5,VIX30D,126,HV,10,4.1,0.38,0.19,0.05,10.91,0.0,-0.04,143
3,5,VIX30D,126,HV,21,2.58,1.12,0.83,0.27,2.31,0.0,-0.14,142
3,5,VIX30D,126,HV,63,-1.68,4.16,3.22,0.27,-0.4,-0.01,-0.44,147
3,5,VIX30D,126,YZ,3,3.47,0.4,0.18,0.03,8.59,0.0,-0.03,128
3,5,VIX30D,126,YZ,5,3.77,0.41,0.18,0.04,9.28,0.0,-0.03,138
3,5,VIX30D,126,YZ,10,3.95,0.4,0.18,0.06,9.9,0.0,-0.04,142
3,5,VIX30D,126,YZ,21,2.33,1.45,1.1,0.27,1.6,0.0,-0.17,141
3,5,VIX30D,126,YZ,63,0.33,2.8,2.15,0.27,0.12,0.0,-0.3,147
3,5,VIX30D,252,GK,3,1.03,3.12,2.38,0.27,0.33,-0.01,-0.33,147
3,5,VIX30D,252,GK,5,3.3,1.45,1.1,0.27,2.28,0.0,-0.17,148
3,5,VIX30D,252,GK,10,2.41,2.11,1.62,0.27,1.14,-0.01,-0.23,147
3,5,VIX30D,252,GK,21,-3.45,6.51,5.04,0.27,-0.53,0.0,-0.66,147
3,5,VIX30D,252,GK,63,-3.43,6.51,5.04,0.27,-0.53,-0.01,-0.66,148
3,5,VIX30D,252,HV,3,1.64,2.44,1.85,0.27,0.67,-0.01,-0.26,143
3,5,VIX30D,252,HV,5,1.31,2.44,1.85,0.27,0.54,-0.01,-0.26,142
3,5,VIX30D,252,HV,10,4.35,0.36,0.12,0.03,12.22,0.0,-0.03,144
3,5,VIX30D,252,HV,21,1.76,2.11,1.58,0.25,0.84,0.0,-0.23,141
3,5,VIX30D,252,HV,63,-3.64,5.85,4.53,0.27,-0.62,0.0,-0.6,146
3,5,VIX30D,252,YZ,3,3.6,0.38,0.12,0.03,9.45,0.0,-0.03,128
3,5,VIX30D,252,YZ,5,3.95,0.39,0.12,0.03,10.15,0.0,-0.03,138
3,5,VIX30D,252,YZ,10,3.88,0.34,0.12,0.06,11.54,0.0,-0.03,141
3,5,VIX30D,252,YZ,21,1.04,2.45,1.89,0.27,0.42,0.0,-0.27,141
3,5,VIX30D,252,YZ,63,-3.52,5.84,4.52,0.27,-0.6,0.0,-0.6,144
3,5,VIX9D,21,GK,3,-1.46,5.55,4.26,0.25,-0.26,0.0,-0.55,136
3,5,VIX9D,21,GK,5,2.57,2.47,1.87,0.2,1.04,0.0,-0.26,137
3,5,VIX9D,21,GK,10,-0.36,4.52,3.46,0.27,-0.08,0.0,-0.46,137
3,5,VIX9D,21,GK,21,-1.98,5.89,4.53,0.27,-0.34,0.0,-0.59,137
3,5,VIX9D,21,GK,63,-5.58,8.63,6.65,0.27,-0.65,0.0,-0.85,138
3,5,VIX9D,21,HV,3,1.31,3.15,2.4,0.25,0.42,0.0,-0.32,133
3,5,VIX9D,21,HV,5,1.0,3.15,2.4,0.25,0.32,0.0,-0.32,133
3,5,VIX9D,21,HV,10,4.52,0.35,0.1,0.03,12.84,0.0,-0.02,134
3,5,VIX9D,21,HV,21,1.12,2.46,1.88,0.27,0.45,0.0,-0.26,133
3,5,VIX9D,21,HV,63,-0.92,3.83,2.94,0.27,-0.24,0.0,-0.39,137
3,5,VIX9D,21,YZ,3,3.69,0.35,0.1,0.03,10.57,0.0,0.0,120
3,5,VIX9D,21,YZ,5,3.97,0.36,0.1,0.03,11.14,0.0,-0.02,127
3,5,VIX9D,21,YZ,10,4.09,0.35,0.11,0.03,11.62,0.0,-0.02,131
3,5,VIX9D,21,YZ,21,0.53,2.8,2.14,0.27,0.19,0.0,-0.29,130
3,5,VIX9D,21,YZ,63,-2.97,5.2,4.01,0.27,-0.57,0.0,-0.52,137
3,5,VIX9D,42,GK,3,3.57,1.48,1.07,0.12,2.42,0.0,-0.16,140
3,5,VIX9D,42,GK,5,3.53,1.48,1.07,0.14,2.39,-0.01,-0.16,141
3,5,VIX9D,42,GK,10,1.18,3.15,2.4,0.27,0.37,-0.01,-0.33,141
3,5,VIX9D,42,GK,21,-0.07,4.18,3.2,0.27,-0.02,0.0,-0.43,141
3,5,VIX9D,42,GK,63,0.04,4.18,3.2,0.27,0.01,-0.01,-0.43,142
3,5,VIX9D,42,HV,3,3.78,1.15,0.8,0.1,3.29,0.0,-0.13,137
3,5,VIX9D,42,HV,5,3.43,1.15,0.8,0.13,2.98,0.0,-0.13,135
3,5,VIX9D,42,HV,10,4.35,0.42,0.18,0.03,10.44,0.0,-0.03,136
3,5,VIX9D,42,HV,21,2.98,1.14,0.81,0.14,2.62,0.0,-0.13,136
3,5,VIX9D,42,HV,63,-0.8,3.49,2.67,0.25,-0.23,0.0,-0.36,141
3,5,VIX9D,42,YZ,3,3.63,0.42,0.18,0.03,8.63,0.0,-0.01,121
3,5,VIX9D,42,YZ,5,3.83,0.41,0.18,0.03,9.44,0.0,-0.01,130
3,5,VIX9D,42,YZ,10,4.0,0.4,0.18,0.03,9.91,0.0,-0.03,133
3,5,VIX9D,42,YZ,21,2.32,1.46,1.07,0.19,1.59,0.0,-0.16,133
3,5,VIX9D,42,YZ,63,-1.82,4.17,3.21,0.27,-0.44,0.0,-0.43,140
3,5,VIX9D,63,GK,3,3.25,1.48,1.12,0.15,2.2,0.0,-0.17,143
3,5,VIX9D,63,GK,5,3.68,1.15,0.85,0.14,3.19,0.0,-0.14,145
3,5,VIX9D,63,GK,10,2.83,1.81,1.38,0.19,1.57,0.0,-0.21,145
3,5,VIX9D,63,GK,21,1.01,3.16,2.44,0.27,0.32,0.0,-0.34,145
3,5,VIX9D,63,GK,63,1.03,3.16,2.44,0.27,0.33,0.0,-0.34,146
3,5,VIX9D,63,HV,3,3.5,1.14,0.81,0.14,3.06,0.0,-0.13,141
3,5,VIX9D,63,HV,5,2.66,1.47,1.08,0.18,1.81,0.0,-0.17,138
3,5,VIX9D,63,HV,10,4.22,0.41,0.21,0.05,10.21,0.0,-0.04,138
3,5,VIX9D,63,HV,21,2.98,1.14,0.82,0.14,2.6,0.0,-0.14,139
3,5,VIX9D,63,HV,63,0.32,2.46,1.89,0.27,0.13,0.0,-0.27,144
3,5,VIX9D,63,YZ,3,3.59,0.43,0.21,0.03,8.43,0.0,-0.03,125
3,5,VIX9D,63,YZ,5,3.57,0.4,0.21,0.04,8.82,0.0,-0.03,133
3,5,VIX9D,63,YZ,10,3.96,0.42,0.21,0.06,9.38,0.0,-0.04,136
3,5,VIX9D,63,YZ,21,2.05,1.46,1.09,0.22,1.41,0.0,-0.17,137
3,5,VIX9D,63,YZ,63,1.47,1.45,1.11,0.27,1.02,0.0,-0.17,145
3,5,VIX9D,84,GK,3,-0.56,4.17,3.24,0.27,-0.13,0.0,-0.44,143
3,5,VIX9D,84,GK,5,2.67,1.8,1.39,0.21,1.48,0.0,-0.21,146
3,5,VIX9D,84,GK,10,-0.05,3.83,2.98,0.27,-0.01,0.0,-0.41,146
3,5,VIX9D,84,GK,21,-1.76,5.2,4.04,0.27,-0.34,0.0,-0.54,147
3,5,VIX9D,84,GK,63,0.7,3.15,2.45,0.27,0.22,0.0,-0.34,148
3,5,VIX9D,84,HV,3,0.98,2.81,2.14,0.27,0.35,0.0,-0.3,143
3,5,VIX9D,84,HV,5,1.64,2.13,1.61,0.27,0.77,0.0,-0.24,140
3,5,VIX9D,84,HV,10,3.97,0.41,0.22,0.05,9.79,0.0,-0.04,141
3,5,VIX9D,84,HV,21,1.78,1.8,1.39,0.27,0.99,0.0,-0.21,142
3,5,VIX9D,84,HV,63,-5.07,6.58,5.13,0.27,-0.77,0.0,-0.68,146
3,5,VIX9D,84,YZ,3,3.48,0.42,0.22,0.04,8.3,0.0,-0.03,127
3,5,VIX9D,84,YZ,5,3.71,0.42,0.22,0.04,8.93,0.0,-0.04,135
3,5,VIX9D,84,YZ,10,3.86,0.41,0.22,0.06,9.45,0.0,-0.04,138
3,5,VIX9D,84,YZ,21,1.31,2.13,1.66,0.27,0.61,0.0,-0.24,138
3,5,VIX9D,84,YZ,63,-0.23,2.8,2.15,0.27,-0.08,0.0,-0.3,146
3,5,VIX9D,126,GK,3,1.38,2.8,2.15,0.27,0.49,0.0,-0.3,146
3,5,VIX9D,126,GK,5,3.63,1.13,0.84,0.18,3.21,0.0,-0.14,147
3,5,VIX9D,126,GK,10,1.79,2.46,1.9,0.27,0.73,0.0,-0.27,146
3,5,VIX9D,126,GK,21,-1.01,4.5,3.49,0.27,-0.22,0.0,-0.47,147
3,5,VIX9D,126,GK,63,-0.84,4.5,3.49,0.27,-0.19,0.0,-0.47,148
3,5,VIX9D,126,HV,3,2.8,1.45,1.07,0.23,1.93,0.0,-0.17,144
3,5,VIX9D,126,HV,5,0.27,3.13,2.4,0.27,0.09,0.0,-0.33,141
3,5,VIX9D,126,HV,10,4.21,0.38,0.19,0.05,11.04,0.0,-0.04,143
3,5,VIX9D,126,HV,21,2.29,1.45,1.11,0.27,1.58,0.0,-0.17,140
3,5,VIX9D,126,HV,63,-0.51,3.14,2.44,0.27,-0.16,0.0,-0.34,147
3,5,VIX9D,126,YZ,3,3.49,0.39,0.2,0.04,9.02,0.0,-0.03,128
3,5,VIX9D,126,YZ,5,3.61,0.38,0.2,0.04,9.45,0.0,-0.03,136
3,5,VIX9D,126,YZ,10,4.09,0.38,0.19,0.06,10.66,0.0,-0.04,141
3,5,VIX9D,126,YZ,21,2.35,1.45,1.11,0.27,1.62,0.0,-0.17,140
3,5,VIX9D,126,YZ,63,-2.31,4.5,3.5,0.27,-0.51,0.0,-0.47,146
3,5,VIX9D,252,GK,3,1.34,2.79,2.14,0.27,0.48,0.0,-0.3,146
3,5,VIX9D,252,GK,5,2.68,1.78,1.37,0.27,1.5,0.0,-0.21,148
3,5,VIX9D,252,GK,10,2.29,2.12,1.64,0.27,1.08,0.0,-0.24,147
3,5,VIX9D,252,GK,21,0.42,3.46,2.69,0.27,0.12,0.0,-0.37,146
3,5,VIX9D,252,GK,63,-2.57,5.84,4.54,0.27,-0.44,0.0,-0.61,147
3,5,VIX9D,252,HV,3,2.07,2.11,1.59,0.27,0.98,0.0,-0.23,142
3,5,VIX9D,252,HV,5,1.68,2.11,1.6,0.27,0.8,0.0,-0.23,140
3,5,VIX9D,252,HV,10,4.23,0.37,0.19,0.05,11.28,0.0,-0.04,144
3,5,VIX9D,252,HV,21,1.56,1.78,1.38,0.27,0.88,0.0,-0.21,141
3,5,VIX9D,252,HV,63,1.89,1.45,1.11,0.27,1.31,0.0,-0.18,145
3,5,VIX9D,252,YZ,3,3.5,0.39,0.19,0.04,8.89,0.0,-0.03,128
3,5,VIX9D,252,YZ,5,3.68,0.39,0.19,0.04,9.49,0.0,-0.04,137
3,5,VIX9D,252,YZ,10,3.99,0.4,0.19,0.06,9.85,0.0,-0.04,141
3,5,VIX9D,252,YZ,21,0.89,2.45,1.86,0.25,0.36,0.0,-0.27,141
3,5,VIX9D,252,YZ,63,1.42,1.77,1.33,0.25,0.8,0.0,-0.2,143
3,10,VIX30D,21,GK,3,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,GK,5,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,GK,10,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,GK,21,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,GK,63,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,HV,3,0.97,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,HV,5,0.92,1.02,0.77,0.22,0.9,0.0,-0.1,140
3,10,VIX30D,21,HV,10,0.94,1.02,0.77,0.21,0.92,0.0,-0.1,140
3,10,VIX30D,21,HV,21,0.94,1.02,0.77,0.21,0.92,0.0,-0.1,140
3,10,VIX30D,21,HV,63,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,21,YZ,3,1.47,0.6,0.44,0.13,2.47,0.0,-0.06,139
3,10,VIX30D,21,YZ,5,1.7,0.44,0.31,0.09,3.88,0.0,-0.04,139
3,10,VIX30D,21,YZ,10,0.87,1.02,0.77,0.25,0.85,0.0,-0.1,139
3,10,VIX30D,21,YZ,21,0.87,1.02,0.77,0.25,0.85,0.0,-0.1,140
3,10,VIX30D,21,YZ,63,0.98,1.02,0.77,0.21,0.95,0.0,-0.1,140
3,10,VIX30D,42,GK,3,1.49,0.53,0.39,0.13,2.8,0.0,-0.05,143
3,10,VIX30D,42,GK,5,1.49,0.53,0.39,0.13,2.79,0.0,-0.05,144
3,10,VIX30D,42,GK,10,1.49,0.53,0.39,0.13,2.8,0.0,-0.05,144
3,10,VIX30D,42,GK,21,1.49,0.53,0.39,0.13,2.8,0.0,-0.05,144
3,10,VIX30D,42,GK,63,1.49,0.53,0.39,0.13,2.8,0.0,-0.05,144
3,10,VIX30D,42,HV,3,1.49,0.53,0.39,0.13,2.79,0.0,-0.05,144
3,10,VIX30D,42,HV,5,1.41,0.53,0.39,0.13,2.65,0.0,-0.05,144
3,10,VIX30D,42,HV,10,1.48,0.53,0.39,0.13,2.77,0.0,-0.05,144
3,10,VIX30D,42,HV,21,1.45,0.53,0.39,0.13,2.73,0.0,-0.05,144
3,10,VIX30D,42,HV,63,1.49,0.53,0.39,0.13,2.8,0.0,-0.05,144
3,10,VIX30D,42,YZ,3,1.63,0.34,0.23,0.09,4.79,0.0,-0.03,143
3,10,VIX30D,42,YZ,5,1.92,0.21,0.1,0.07,9.18,0.0,-0.02,143
3,10,VIX30D,42,YZ,10,1.45,0.53,0.39,0.13,2.72,0.0,-0.05,142
3,10,VIX30D,42,YZ,21,1.43,0.53,0.39,0.14,2.68,0.0,-0.05,144
3,10,VIX30D,42,YZ,63,1.48,0.53,0.39,0.13,2.77,0.0,-0.05,144
3,10,VIX30D,63,GK,3,1.66,0.37,0.26,0.12,4.49,0.0,-0.04,145
3,10,VIX30D,63,GK,5,1.66,0.37,0.26,0.12,4.49,0.0,-0.04,145
3,10,VIX30D,63,GK,10,1.65,0.37,0.26,0.12,4.45,0.0,-0.04,145
3,10,VIX30D,63,GK,21,1.66,0.37,0.26,0.12,4.49,0.0,-0.04,145
3,10,VIX30D,63,GK,63,1.66,0.37,0.26,0.12,4.49,0.0,-0.04,145
3,10,VIX30D,63,HV,3,1.65,0.37,0.26,0.12,4.47,0.0,-0.04,144
3,10,VIX30D,63,HV,5,1.58,0.37,0.26,0.12,4.32,0.0,-0.04,145
3,10,VIX30D,63,HV,10,1.65,0.37,0.26,0.12,4.46,0.0,-0.04,145
3,10,VIX30D,63,HV,21,1.65,0.37,0.26,0.12,4.45,0.0,-0.04,145
3,10,VIX30D,63,HV,63,1.66,0.37,0.26,0.12,4.49,0.0,-0.04,145
3,10,VIX30D,63,YZ,3,1.83,0.22,0.13,0.08,8.18,0.0,-0.02,144
3,10,VIX30D,63,YZ,5,1.91,0.18,0.08,0.07,10.91,0.0,-0.01,144
3,10,VIX30D,63,YZ,10,1.63,0.37,0.26,0.13,4.39,0.0,-0.04,142
3,10,VIX30D,63,YZ,21,1.62,0.37,0.26,0.13,4.38,0.0,-0.04,144
3,10,VIX30D,63,YZ,63,1.66,0.37,0.26,0.12,4.49,0.0,-0.04,145
3,10,VIX30D,84,GK,3,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,146
3,10,VIX30D,84,GK,5,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,146
3,10,VIX30D,84,GK,10,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,147
3,10,VIX30D,84,GK,21,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,147
3,10,VIX30D,84,GK,63,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,147
3,10,VIX30D,84,HV,3,1.29,0.62,0.46,0.19,2.06,0.0,-0.06,146
3,10,VIX30D,84,HV,5,1.22,0.62,0.46,0.2,1.96,0.0,-0.06,147
3,10,VIX30D,84,HV,10,1.29,0.62,0.46,0.19,2.06,0.0,-0.06,146
3,10,VIX30D,84,HV,21,1.29,0.62,0.46,0.2,2.06,0.0,-0.06,147
3,10,VIX30D,84,HV,63,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,147
3,10,VIX30D,84,YZ,3,1.69,0.27,0.18,0.11,6.17,0.0,-0.03,146
3,10,VIX30D,84,YZ,5,1.71,0.31,0.21,0.13,5.55,0.0,-0.03,146
3,10,VIX30D,84,YZ,10,1.28,0.62,0.46,0.2,2.05,0.0,-0.06,144
3,10,VIX30D,84,YZ,21,1.27,0.62,0.46,0.21,2.03,0.0,-0.06,147
3,10,VIX30D,84,YZ,63,1.3,0.62,0.46,0.19,2.08,0.0,-0.06,147
3,10,VIX30D,126,GK,3,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,126,GK,5,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,126,GK,10,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,126,GK,21,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,126,GK,63,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,126,HV,3,1.51,0.43,0.31,0.18,3.53,0.0,-0.04,148
3,10,VIX30D,126,HV,5,1.45,0.43,0.31,0.18,3.4,0.0,-0.04,148
3,10,VIX30D,126,HV,10,1.52,0.43,0.31,0.18,3.53,0.0,-0.04,148
3,10,VIX30D,126,HV,21,1.5,0.43,0.31,0.18,3.49,0.0,-0.04,148
3,10,VIX30D,126,HV,63,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,126,YZ,3,1.74,0.25,0.15,0.12,7.08,0.0,-0.02,148
3,10,VIX30D,126,YZ,5,1.83,0.19,0.1,0.09,9.56,0.0,-0.02,147
3,10,VIX30D,126,YZ,10,1.5,0.43,0.31,0.18,3.5,0.0,-0.04,145
3,10,VIX30D,126,YZ,21,1.49,0.43,0.31,0.19,3.48,0.0,-0.04,148
3,10,VIX30D,126,YZ,63,1.52,0.43,0.31,0.18,3.55,0.0,-0.04,148
3,10,VIX30D,252,GK,3,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX30D,252,GK,5,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX30D,252,GK,10,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX30D,252,GK,21,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX30D,252,GK,63,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX30D,252,HV,3,1.25,0.66,0.49,0.25,1.91,0.0,-0.07,148
3,10,VIX30D,252,HV,5,1.22,0.66,0.49,0.25,1.86,0.0,-0.07,148
3,10,VIX30D,252,HV,10,1.26,0.66,0.49,0.25,1.91,0.0,-0.07,148
3,10,VIX30D,252,HV,21,1.25,0.66,0.49,0.25,1.9,0.0,-0.07,148
3,10,VIX30D,252,HV,63,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX30D,252,YZ,3,1.77,0.28,0.18,0.16,6.33,0.0,-0.03,148
3,10,VIX30D,252,YZ,5,1.6,0.4,0.28,0.22,3.99,0.0,-0.04,147
3,10,VIX30D,252,YZ,10,1.25,0.66,0.49,0.25,1.9,0.0,-0.07,146
3,10,VIX30D,252,YZ,21,1.23,0.66,0.49,0.25,1.87,0.0,-0.07,148
3,10,VIX30D,252,YZ,63,1.26,0.66,0.49,0.25,1.93,0.0,-0.07,148
3,10,VIX9D,21,GK,3,1.22,0.86,0.65,0.16,1.42,0.0,-0.08,138
